qaccver	saccver	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
NC_003198.1_3883613_3900141_SPI3	CP014051.2	94.508	783	42	1	12886	13668	1704514	1705295	0.0	1206
NC_003198.1_3883613_3900141_SPI3	CP014051.2	84.211	627	94	3	13836	14460	1705472	1706095	2.87e-171	604
NC_003198.1_3883613_3900141_SPI3	CP014051.2	99.070	215	2	0	4431	4645	4750438	4750652	1.13e-105	387
NC_003198.1_3883613_3900141_SPI3	CP014051.2	97.768	224	4	1	4423	4645	448251	448474	4.07e-105	385
NC_003198.1_3883613_3900141_SPI3	CP014051.2	99.061	213	2	0	4432	4644	2340491	2340279	1.46e-104	383
NC_003198.1_3883613_3900141_SPI3	CP014051.2	98.585	212	3	0	4433	4644	4472314	4472525	2.45e-102	375
NC_003198.1_3883613_3900141_SPI3	CP014051.2	98.113	212	4	0	4431	4642	3369674	3369463	1.14e-100	370
NC_003198.1_3883613_3900141_SPI3	CP014051.2	97.209	215	6	0	4431	4645	3068211	3067997	5.30e-99	364
NC_003198.1_3883613_3900141_SPI3	CP014051.2	96.698	212	6	1	4435	4645	4174035	4173824	4.13e-95	351
NC_003198.1_3883613_3900141_SPI3	CP014051.2	95.045	222	11	0	12422	12643	1704205	1704426	1.48e-94	350
NC_003198.1_3883613_3900141_SPI3	CP014051.2	96.703	91	2	1	4435	4524	903472	903562	1.62e-34	150
NC_003198.1_3883613_3900141_SPI3	CP014051.2	96.703	91	2	1	4435	4524	4257826	4257736	1.62e-34	150
NC_003198.1_3883613_3900141_SPI3	CP014051.2	87.736	106	9	3	8664	8767	1700766	1700869	1.27e-25	121
NC_003198.1_3883613_3900141_SPI3	CP014051.2	98.182	55	1	0	4588	4642	903564	903618	2.14e-18	97.1
NC_003198.1_3883613_3900141_SPI3	AF106566.1	97.625	7453	171	6	4710	12160	11919	4471	0.0	12778
NC_003198.1_3883613_3900141_SPI3	AF106566.1	98.488	4629	65	4	1	4628	16531	11907	0.0	8155
NC_003198.1_3883613_3900141_SPI3	AF106566.1	98.570	769	9	1	15761	16529	1083	317	0.0	1358
NC_003198.1_3883613_3900141_SPI3	AF106566.1	94.297	789	44	1	12886	13674	4163	3376	0.0	1206
NC_003198.1_3883613_3900141_SPI3	AF106566.1	84.295	624	93	3	13839	14460	3202	2582	2.87e-171	604
NC_003198.1_3883613_3900141_SPI3	AF106566.1	95.045	222	11	0	12422	12643	4472	4251	1.48e-94	350
NC_003198.1_3883613_3900141_SPI3	AF106566.1	87.736	106	9	3	8664	8767	7911	7808	1.27e-25	121
NC_003198.1_3883613_3900141_SPI3	CP001969.1	87.443	876	109	1	12799	13674	4216059	4215185	0.0	1007
NC_003198.1_3883613_3900141_SPI3	NC_003197.1_1461740_1501489_SPI2	97.129	209	5	1	4435	4642	21613	21821	4.13e-95	351
NC_003198.1_3883613_3900141_SPI3	SPI2	96.698	212	6	1	4435	4645	18364	18153	4.13e-95	351
NC_003198.1_3883613_3900141_SPI3	NC_003198.1_302488_361834_SPI6	96.154	104	2	2	4423	4524	58495	58392	4.46e-40	169
NC_003198.1_3883613_3900141_SPI3	NC_003198.1_302488_361834_SPI6	98.276	58	1	0	4588	4645	58390	58333	4.59e-20	102
NC_003198.1_3883613_3900141_SPI3	NC_003198.1_1625241_1664710_SPI2	96.739	92	1	2	4435	4524	18077	17986	4.49e-35	152
NC_003198.1_3883613_3900141_SPI3	NC_002695.1_4580864_4624313_SpLE4	92.453	106	8	0	6022	6127	1441	1546	4.49e-35	152
NC_003198.1_3883613_3900141_SPI3	NC_002695.1_3852036_3875489_SpLE3	92.453	106	8	0	6022	6127	23116	23221	4.49e-35	152
NC_003198.1_3883613_3900141_SPI3	NC_002655.1_4648075_4694486_LEE	92.453	106	8	0	6022	6127	3211	3316	4.49e-35	152
NC_003198.1_4322993_4349107_SPI4	NC_003198.1_4322993_4349107_SPI4	100.000	26115	0	0	1	26115	1	26115	0.0	48226
NC_003198.1_4322993_4349107_SPI4	NC_003198.1_4322993_4349107_SPI4	86.940	1072	123	15	11760	12822	10559	11622	0.0	1188
NC_003198.1_4322993_4349107_SPI4	NC_003198.1_4322993_4349107_SPI4	86.940	1072	123	15	10559	11622	11760	12822	0.0	1188
NC_003198.1_4322993_4349107_SPI4	NC_003198.1_4322993_4349107_SPI4	84.947	1043	142	14	11173	12209	8179	9212	0.0	1042
NC_003198.1_4322993_4349107_SPI4	NC_003198.1_4322993_4349107_SPI4	84.947	1043	142	14	8179	9212	11173	12209	0.0	1042
NC_003198.1_4322993_4349107_SPI4	NC_003198.1_4322993_4349107_SPI4	74.845	1129	262	18	9957	11074	8760	9877	3.68e-137	492
NC_003198.1_4322993_4349107_SPI4	NC_003198.1_4322993_4349107_SPI4	74.912	1132	256	23	8760	9877	9957	11074	3.68e-137	492
NC_003198.1_4322993_4349107_SPI4	NC_003198.1_4322993_4349107_SPI4	76.392	898	197	14	10573	11464	8779	9667	1.73e-130	470
NC_003198.1_4322993_4349107_SPI4	NC_003198.1_4322993_4349107_SPI4	76.392	898	197	14	8779	9667	10573	11464	1.73e-130	470
NC_003198.1_4322993_4349107_SPI4	NC_003198.1_4322993_4349107_SPI4	75.843	712	154	14	11846	12551	9449	10148	3.04e-93	346
NC_003198.1_4322993_4349107_SPI4	NC_003198.1_4322993_4349107_SPI4	75.843	712	154	14	9449	10148	11846	12551	3.04e-93	346
NC_003198.1_4322993_4349107_SPI4	FQ312003.1	98.324	26129	421	6	1	26115	4499149	4525274	0.0	45809
NC_003198.1_4322993_4349107_SPI4	FQ312003.1	86.847	1072	124	15	10559	11622	4510920	4511982	0.0	1182
NC_003198.1_4322993_4349107_SPI4	FQ312003.1	86.342	1069	135	11	11760	12822	4509719	4510782	0.0	1155
NC_003198.1_4322993_4349107_SPI4	FQ312003.1	84.564	1043	146	14	11173	12209	4507339	4508372	0.0	1020
NC_003198.1_4322993_4349107_SPI4	FQ312003.1	83.670	1041	159	11	8179	9212	4510333	4511369	0.0	970
NC_003198.1_4322993_4349107_SPI4	FQ312003.1	76.804	901	188	18	10573	11464	4507939	4508827	1.71e-135	486
NC_003198.1_4322993_4349107_SPI4	FQ312003.1	74.668	1129	264	18	9957	11074	4507920	4509037	7.98e-134	481
NC_003198.1_4322993_4349107_SPI4	FQ312003.1	75.141	1062	241	20	8760	9811	4509117	4510165	1.03e-132	477
NC_003198.1_4322993_4349107_SPI4	FQ312003.1	71.350	2007	511	53	10571	12551	4507340	4509308	2.89e-128	462
NC_003198.1_4322993_4349107_SPI4	FQ312003.1	75.835	898	202	15	8779	9667	4509733	4510624	3.76e-122	442
NC_003198.1_4322993_4349107_SPI4	FQ312003.1	71.111	1575	406	40	9449	10997	4511006	4512557	3.93e-92	342
NC_003198.1_4322993_4349107_SPI4	CP014051.2	98.324	26129	421	6	1	26115	1179465	1153340	0.0	45809
NC_003198.1_4322993_4349107_SPI4	CP014051.2	87.063	1059	122	13	10570	11622	1167681	1166632	0.0	1182
NC_003198.1_4322993_4349107_SPI4	CP014051.2	86.648	1056	132	9	11773	12822	1168884	1167832	0.0	1160
NC_003198.1_4322993_4349107_SPI4	CP014051.2	84.615	1040	145	14	11176	12209	1171272	1170242	0.0	1020
NC_003198.1_4322993_4349107_SPI4	CP014051.2	83.719	1038	158	11	8182	9212	1168278	1167245	0.0	970
NC_003198.1_4322993_4349107_SPI4	CP014051.2	76.872	895	186	18	10579	11464	1170669	1169787	1.71e-135	486
NC_003198.1_4322993_4349107_SPI4	CP014051.2	75.235	1062	240	20	8760	9811	1169497	1168449	2.22e-134	483
NC_003198.1_4322993_4349107_SPI4	CP014051.2	74.668	1129	264	18	9957	11074	1170694	1169577	7.98e-134	481
NC_003198.1_4322993_4349107_SPI4	CP014051.2	71.343	2010	512	53	10571	12554	1171274	1169303	2.89e-128	462
NC_003198.1_4322993_4349107_SPI4	CP014051.2	76.009	892	199	15	8785	9667	1168875	1167990	8.09e-124	448
NC_003198.1_4322993_4349107_SPI4	CP014051.2	71.028	1605	416	40	9452	11030	1167605	1166024	3.93e-92	342
NC_003198.1_4322993_4349107_SPI4	AF060869.1	98.023	25186	452	35	1	25159	2124	27290	0.0	43709
NC_003198.1_4322993_4349107_SPI4	AF060869.1	87.034	1072	122	15	10559	11622	13889	14951	0.0	1194
NC_003198.1_4322993_4349107_SPI4	AF060869.1	85.926	1080	139	13	11760	12832	12688	13761	0.0	1140
NC_003198.1_4322993_4349107_SPI4	AF060869.1	78.630	1722	321	40	11173	12875	10311	12004	0.0	1098
NC_003198.1_4322993_4349107_SPI4	AF060869.1	83.766	1041	157	12	8179	9212	13303	14338	0.0	976
NC_003198.1_4322993_4349107_SPI4	AF060869.1	74.978	1131	257	21	9957	11074	10889	12006	7.92e-139	497
NC_003198.1_4322993_4349107_SPI4	AF060869.1	76.829	902	186	20	10573	11464	10908	11796	1.71e-135	486
NC_003198.1_4322993_4349107_SPI4	AF060869.1	75.071	1063	241	21	8760	9811	12086	13135	1.33e-131	473
NC_003198.1_4322993_4349107_SPI4	AF060869.1	71.229	2009	507	58	10571	12551	10312	12277	3.76e-122	442
NC_003198.1_4322993_4349107_SPI4	AF060869.1	75.528	899	203	17	8779	9667	12702	13593	3.79e-117	425
NC_003198.1_4322993_4349107_SPI4	AF060869.1	70.115	2165	572	65	9449	11576	13975	16101	1.09e-92	344
NC_003198.1_4322993_4349107_SPI4	NC_003197.1_4477857_4501259_SPI4	98.274	23405	388	5	1	23391	1	23403	0.0	40969
NC_003198.1_4322993_4349107_SPI4	NC_003197.1_4477857_4501259_SPI4	86.847	1072	124	15	10559	11622	11772	12834	0.0	1182
NC_003198.1_4322993_4349107_SPI4	NC_003197.1_4477857_4501259_SPI4	86.436	1069	134	11	11760	12822	10571	11634	0.0	1160
NC_003198.1_4322993_4349107_SPI4	NC_003197.1_4477857_4501259_SPI4	84.564	1043	146	14	11173	12209	8191	9224	0.0	1020
NC_003198.1_4322993_4349107_SPI4	NC_003197.1_4477857_4501259_SPI4	83.670	1041	159	11	8179	9212	11185	12221	0.0	970
NC_003198.1_4322993_4349107_SPI4	NC_003197.1_4477857_4501259_SPI4	76.804	901	188	18	10573	11464	8791	9679	1.71e-135	486
NC_003198.1_4322993_4349107_SPI4	NC_003197.1_4477857_4501259_SPI4	75.235	1062	240	20	8760	9811	9969	11017	2.22e-134	483
NC_003198.1_4322993_4349107_SPI4	NC_003197.1_4477857_4501259_SPI4	74.668	1129	264	18	9957	11074	8772	9889	7.98e-134	481
NC_003198.1_4322993_4349107_SPI4	NC_003197.1_4477857_4501259_SPI4	71.350	2007	511	53	10571	12551	8192	10160	2.89e-128	462
NC_003198.1_4322993_4349107_SPI4	NC_003197.1_4477857_4501259_SPI4	75.947	898	201	15	8779	9667	10585	11476	8.09e-124	448
NC_003198.1_4322993_4349107_SPI4	NC_003197.1_4477857_4501259_SPI4	71.111	1575	406	40	9449	10997	11858	13409	3.93e-92	342
NC_003198.1_4322993_4349107_SPI4	SPI5	97.997	4144	71	1	1	4132	4144	1	0.0	7182
NC_003198.1_1085337_1092563_SPI5	NC_003198.1_1085337_1092563_SPI5	100.000	7227	0	0	1	7227	1	7227	0.0	13346
NC_003198.1_1085337_1092563_SPI5	FQ312003.1	98.424	6662	103	2	567	7227	1131769	1138429	0.0	11719
NC_003198.1_1085337_1092563_SPI5	FQ312003.1	99.126	572	5	0	1	572	3485895	3485324	0.0	1029
NC_003198.1_1085337_1092563_SPI5	FQ312003.1	99.123	570	5	0	1	570	1872596	1872027	0.0	1026
NC_003198.1_1085337_1092563_SPI5	FQ312003.1	99.121	569	5	0	1	569	981703	982271	0.0	1024
NC_003198.1_1085337_1092563_SPI5	FQ312003.1	99.121	569	5	0	1	569	2577505	2576937	0.0	1024
NC_003198.1_1085337_1092563_SPI5	FQ312003.1	99.120	568	5	0	1	568	1270999	1271566	0.0	1022
NC_003198.1_1085337_1092563_SPI5	FQ312003.1	99.120	568	5	0	1	568	2003761	2003194	0.0	1022
NC_003198.1_1085337_1092563_SPI5	FQ312003.1	99.120	568	5	0	1	568	3657137	3656570	0.0	1022
NC_003198.1_1085337_1092563_SPI5	FQ312003.1	96.875	32	1	0	541	572	1070284	1070315	5.69e-06	54.7
NC_003198.1_1085337_1092563_SPI5	CP014051.2	98.424	6662	103	2	567	7227	4481943	4475283	0.0	11719
NC_003198.1_1085337_1092563_SPI5	CP014051.2	99.123	570	5	0	1	570	1097906	1097337	0.0	1026
NC_003198.1_1085337_1092563_SPI5	CP014051.2	99.123	570	5	0	1	570	2462555	2463124	0.0	1026
NC_003198.1_1085337_1092563_SPI5	CP014051.2	99.121	569	5	0	1	569	3077591	3078159	0.0	1024
NC_003198.1_1085337_1092563_SPI5	CP014051.2	99.121	569	5	0	1	569	4632209	4631641	0.0	1024
NC_003198.1_1085337_1092563_SPI5	CP014051.2	99.120	568	5	0	1	568	2021711	2022278	0.0	1022
NC_003198.1_1085337_1092563_SPI5	CP014051.2	99.120	568	5	0	1	568	3611188	3611755	0.0	1022
NC_003198.1_1085337_1092563_SPI5	CP014051.2	96.875	32	1	0	541	572	4543658	4543627	5.69e-06	54.7
NC_003198.1_1085337_1092563_SPI5	NC_003197.1_1175548_1182107_SPI5	98.537	6561	95	1	667	7227	1	6560	0.0	11583
NC_003198.1_1085337_1092563_SPI5	CP001969.1	90.510	569	54	0	1	569	36154	36722	0.0	752
NC_003198.1_1085337_1092563_SPI5	AF326777.3	90.000	550	54	1	20	568	10422	10971	0.0	710
NC_003198.1_1085337_1092563_SPI5	AF335540.1	87.979	574	59	10	1	568	16947	16378	0.0	669
NC_003198.1_1085337_1092563_SPI5	NC_003197.1_1098228_1143714_gifsy2	96.875	32	1	0	541	572	15490	15521	5.69e-06	54.7
NC_003198.1_302488_361834_SPI6	NC_003198.1_302488_361834_SPI6	100.000	59347	0	0	1	59347	1	59347	0.0	1.096e+05
NC_003198.1_302488_361834_SPI6	NC_003198.1_302488_361834_SPI6	96.889	225	7	0	47380	47604	37643	37867	2.45e-102	377
NC_003198.1_302488_361834_SPI6	NC_003198.1_302488_361834_SPI6	96.889	225	7	0	37643	37867	47380	47604	2.45e-102	377
NC_003198.1_302488_361834_SPI6	NC_003198.1_302488_361834_SPI6	87.336	229	26	3	24487	24713	23466	23693	9.25e-67	259
NC_003198.1_302488_361834_SPI6	NC_003198.1_302488_361834_SPI6	87.336	229	26	3	23466	23693	24487	24713	9.25e-67	259
NC_003198.1_302488_361834_SPI6	NC_003198.1_302488_361834_SPI6	78.067	269	57	2	23690	23957	22658	22925	1.60e-39	169
NC_003198.1_302488_361834_SPI6	NC_003198.1_302488_361834_SPI6	78.067	269	57	2	22658	22925	23690	23957	1.60e-39	169
NC_003198.1_302488_361834_SPI6	NC_003198.1_302488_361834_SPI6	94.505	91	4	1	56634	56724	47293	47382	1.26e-30	139
NC_003198.1_302488_361834_SPI6	NC_003198.1_302488_361834_SPI6	94.505	91	4	1	47293	47382	56634	56724	1.26e-30	139
NC_003198.1_302488_361834_SPI6	NC_003198.1_302488_361834_SPI6	91.781	73	5	1	24699	24771	22598	22669	5.93e-19	100
NC_003198.1_302488_361834_SPI6	NC_003198.1_302488_361834_SPI6	91.781	73	5	1	22598	22669	24699	24771	5.93e-19	100
NC_003198.1_302488_361834_SPI6	NC_003197.1_304665_351350_SPI6	98.460	9158	140	1	1	9157	1	9158	0.0	16129
NC_003198.1_302488_361834_SPI6	NC_003197.1_304665_351350_SPI6	98.790	7854	93	2	24699	32551	23759	31611	0.0	13976
NC_003198.1_302488_361834_SPI6	NC_003197.1_304665_351350_SPI6	97.902	7101	130	13	40292	47382	38043	45134	0.0	12270
NC_003198.1_302488_361834_SPI6	NC_003197.1_304665_351350_SPI6	98.135	4666	78	3	18013	22669	19166	23831	0.0	8126
NC_003198.1_302488_361834_SPI6	NC_003197.1_304665_351350_SPI6	96.432	4540	152	7	12749	17282	13972	18507	0.0	7478
NC_003198.1_302488_361834_SPI6	NC_003197.1_304665_351350_SPI6	98.847	2168	23	1	9563	11730	9200	11365	0.0	3864
NC_003198.1_302488_361834_SPI6	NC_003197.1_304665_351350_SPI6	94.787	1976	90	10	37389	39355	35759	37730	0.0	3066
NC_003198.1_302488_361834_SPI6	NC_003197.1_304665_351350_SPI6	98.539	1643	18	1	56634	58270	45044	46686	0.0	2896
NC_003198.1_302488_361834_SPI6	NC_003197.1_304665_351350_SPI6	91.739	920	61	13	12641	13550	12071	12985	0.0	1264
NC_003198.1_302488_361834_SPI6	NC_003197.1_304665_351350_SPI6	93.394	545	34	2	32035	32578	32300	32843	0.0	806
NC_003198.1_302488_361834_SPI6	NC_003197.1_304665_351350_SPI6	97.778	225	5	0	47380	47604	36012	36236	1.13e-105	388
NC_003198.1_302488_361834_SPI6	CP014051.2	98.460	9158	140	1	1	9157	495222	486065	0.0	16129
NC_003198.1_302488_361834_SPI6	CP014051.2	98.705	7875	100	2	24702	32575	471461	463588	0.0	13976
NC_003198.1_302488_361834_SPI6	CP014051.2	97.902	7101	130	13	40292	47382	457180	450089	0.0	12270
NC_003198.1_302488_361834_SPI6	CP014051.2	98.135	4666	78	3	18016	22672	476054	471389	0.0	8126
NC_003198.1_302488_361834_SPI6	CP014051.2	96.608	4511	147	5	12777	17282	481225	476716	0.0	7478
NC_003198.1_302488_361834_SPI6	CP014051.2	98.847	2168	23	1	9563	11730	486023	483858	0.0	3864
NC_003198.1_302488_361834_SPI6	CP014051.2	98.582	1763	19	1	56634	58390	450179	448417	0.0	3112
NC_003198.1_302488_361834_SPI6	CP014051.2	94.830	1973	89	10	37392	39355	459461	457493	0.0	3066
NC_003198.1_302488_361834_SPI6	CP014051.2	98.849	956	10	1	58392	59347	448353	447399	0.0	1703
NC_003198.1_302488_361834_SPI6	CP014051.2	92.402	895	55	11	12664	13550	483127	482238	0.0	1264
NC_003198.1_302488_361834_SPI6	CP014051.2	93.394	545	34	2	32035	32578	462923	462380	0.0	806
NC_003198.1_302488_361834_SPI6	CP014051.2	83.002	653	81	3	37856	38478	2750474	2751126	1.75e-158	564
NC_003198.1_302488_361834_SPI6	CP014051.2	97.778	225	5	0	47380	47604	459211	458987	1.13e-105	388
NC_003198.1_302488_361834_SPI6	CP014051.2	97.333	150	4	0	58336	58485	903618	903469	1.20e-65	255
NC_003198.1_302488_361834_SPI6	CP014051.2	96.667	150	5	0	58333	58482	4257677	4257826	5.57e-64	250
NC_003198.1_302488_361834_SPI6	CP014051.2	96.154	104	2	2	58392	58495	1696666	1696565	1.60e-39	169
NC_003198.1_302488_361834_SPI6	CP014051.2	97.872	94	1	1	58392	58485	4472405	4472313	2.68e-37	161
NC_003198.1_302488_361834_SPI6	CP014051.2	97.849	93	1	1	58392	58484	2340399	2340490	9.65e-37	159
NC_003198.1_302488_361834_SPI6	CP014051.2	97.849	93	1	1	58392	58484	4750531	4750440	9.65e-37	159
NC_003198.1_302488_361834_SPI6	CP014051.2	97.802	91	1	1	58392	58482	3369581	3369670	1.25e-35	156
NC_003198.1_302488_361834_SPI6	CP014051.2	93.548	93	5	1	58392	58484	3068118	3068209	4.52e-30	137
NC_003198.1_302488_361834_SPI6	CP014051.2	100.000	59	0	0	58332	58390	4750653	4750595	9.86e-22	110
NC_003198.1_302488_361834_SPI6	CP014051.2	100.000	57	0	0	58334	58390	2340279	2340335	1.28e-20	106
NC_003198.1_302488_361834_SPI6	CP014051.2	98.305	59	1	0	58332	58390	3067996	3068054	4.59e-20	104
NC_003198.1_302488_361834_SPI6	CP014051.2	98.182	55	1	0	58336	58390	3369463	3369517	7.68e-18	97.1
NC_003198.1_302488_361834_SPI6	CP014051.2	95.082	61	3	0	58330	58390	4173821	4173881	7.68e-18	97.1
NC_003198.1_302488_361834_SPI6	CP014051.2	94.231	52	2	1	38431	38481	1603560	1603509	2.78e-12	78.7
NC_003198.1_302488_361834_SPI6	CP014051.2	97.674	43	1	0	56587	56629	2749921	2749963	3.60e-11	75.0
NC_003198.1_302488_361834_SPI6	CP014051.2	100.000	39	0	0	58352	58390	1696768	1696730	1.29e-10	73.1
NC_003198.1_302488_361834_SPI6	FQ312003.1	98.439	9158	142	1	1	9157	304656	313813	0.0	16118
NC_003198.1_302488_361834_SPI6	FQ312003.1	97.902	7101	130	13	40292	47382	342185	349276	0.0	12270
NC_003198.1_302488_361834_SPI6	FQ312003.1	98.881	5985	67	0	24699	30683	328399	334383	0.0	10682
NC_003198.1_302488_361834_SPI6	FQ312003.1	98.157	4666	77	3	18013	22669	323806	328471	0.0	8131
NC_003198.1_302488_361834_SPI6	FQ312003.1	96.432	4540	152	7	12749	17282	318612	323147	0.0	7478
NC_003198.1_302488_361834_SPI6	FQ312003.1	98.155	2168	23	2	9563	11730	313855	316005	0.0	3766
NC_003198.1_302488_361834_SPI6	FQ312003.1	98.582	1763	19	1	56634	58390	349186	350948	0.0	3112
NC_003198.1_302488_361834_SPI6	FQ312003.1	94.787	1976	90	10	37389	39355	339901	341872	0.0	3066
NC_003198.1_302488_361834_SPI6	FQ312003.1	98.330	1377	21	2	31176	32551	334378	335753	0.0	2414
NC_003198.1_302488_361834_SPI6	FQ312003.1	98.849	956	10	1	58392	59347	351012	351966	0.0	1703
NC_003198.1_302488_361834_SPI6	FQ312003.1	91.739	920	61	13	12641	13550	316711	317625	0.0	1264
NC_003198.1_302488_361834_SPI6	FQ312003.1	93.578	545	33	2	32035	32578	336442	336985	0.0	811
NC_003198.1_302488_361834_SPI6	FQ312003.1	82.504	663	76	13	37856	38478	2929435	2928773	6.34e-153	545
NC_003198.1_302488_361834_SPI6	FQ312003.1	97.778	225	5	0	47380	47604	340154	340378	1.13e-105	388
NC_003198.1_302488_361834_SPI6	FQ312003.1	97.959	147	3	0	58336	58482	4774285	4774431	1.20e-65	255
NC_003198.1_302488_361834_SPI6	FQ312003.1	96.667	150	5	0	58336	58485	1356560	1356411	5.57e-64	250
NC_003198.1_302488_361834_SPI6	FQ312003.1	96.154	104	2	2	58392	58495	3981973	3982074	1.60e-39	169
NC_003198.1_302488_361834_SPI6	FQ312003.1	97.872	94	1	1	58392	58485	1141307	1141399	2.68e-37	161
NC_003198.1_302488_361834_SPI6	FQ312003.1	97.849	93	1	1	58392	58484	906105	906196	9.65e-37	159
NC_003198.1_302488_361834_SPI6	FQ312003.1	97.849	93	1	1	58392	58484	3337634	3337543	9.65e-37	159
NC_003198.1_302488_361834_SPI6	FQ312003.1	97.802	91	1	1	58392	58482	2285515	2285426	1.25e-35	156
NC_003198.1_302488_361834_SPI6	FQ312003.1	93.548	93	5	1	58392	58484	2586978	2586887	4.52e-30	137
NC_003198.1_302488_361834_SPI6	FQ312003.1	100.000	59	0	0	58332	58390	905983	906041	9.86e-22	110
NC_003198.1_302488_361834_SPI6	FQ312003.1	100.000	57	0	0	58334	58390	3337754	3337698	1.28e-20	106
NC_003198.1_302488_361834_SPI6	FQ312003.1	98.305	59	1	0	58332	58390	2587100	2587042	4.59e-20	104
NC_003198.1_302488_361834_SPI6	FQ312003.1	98.182	55	1	0	58336	58390	1440412	1440358	7.68e-18	97.1
NC_003198.1_302488_361834_SPI6	FQ312003.1	98.182	55	1	0	58336	58390	2285633	2285579	7.68e-18	97.1
NC_003198.1_302488_361834_SPI6	FQ312003.1	94.231	52	2	1	38431	38481	4075075	4075126	2.78e-12	78.7
NC_003198.1_302488_361834_SPI6	FQ312003.1	97.674	43	1	0	56587	56629	2929988	2929946	3.60e-11	75.0
NC_003198.1_302488_361834_SPI6	FQ312003.1	100.000	39	0	0	58352	58390	3981871	3981909	1.29e-10	73.1
NC_003198.1_302488_361834_SPI6	SPI6	98.439	9158	142	1	1	9157	141	9298	0.0	16118
NC_003198.1_302488_361834_SPI6	SPI6	97.902	7101	130	13	40292	47382	37670	44761	0.0	12270
NC_003198.1_302488_361834_SPI6	SPI6	98.881	5985	67	0	24699	30683	23884	29868	0.0	10682
NC_003198.1_302488_361834_SPI6	SPI6	98.157	4666	77	3	18013	22669	19291	23956	0.0	8131
NC_003198.1_302488_361834_SPI6	SPI6	96.432	4540	152	7	12749	17282	14097	18632	0.0	7478
NC_003198.1_302488_361834_SPI6	SPI6	98.155	2168	23	2	9563	11730	9340	11490	0.0	3766
NC_003198.1_302488_361834_SPI6	SPI6	94.787	1976	90	10	37389	39355	35386	37357	0.0	3066
NC_003198.1_302488_361834_SPI6	SPI6	98.539	1643	18	1	56634	58270	44671	46313	0.0	2896
NC_003198.1_302488_361834_SPI6	SPI6	98.330	1377	21	2	31176	32551	29863	31238	0.0	2414
NC_003198.1_302488_361834_SPI6	SPI6	91.739	920	61	13	12641	13550	12196	13110	0.0	1264
NC_003198.1_302488_361834_SPI6	SPI6	93.578	545	33	2	32035	32578	31927	32470	0.0	811
NC_003198.1_302488_361834_SPI6	SPI6	97.778	225	5	0	47380	47604	35639	35863	1.13e-105	388
NC_003198.1_302488_361834_SPI6	CP001969.1	87.190	484	60	2	37999	38480	2245123	2245606	4.90e-154	549
NC_003198.1_302488_361834_SPI6	CP001969.1	89.167	240	26	0	47380	47619	2244661	2244900	5.45e-79	300
NC_003198.1_302488_361834_SPI6	CP001969.1	97.727	44	1	0	56588	56631	2244661	2244704	1.00e-11	76.8
NC_003198.1_302488_361834_SPI6	NC_003198.1_1625241_1664710_SPI2	95.455	154	6	1	58330	58482	17924	18077	2.59e-62	244
NC_003198.1_302488_361834_SPI6	NC_002695.1_1370456_1456704_SpLE1	83.043	230	37	2	45470	45697	69240	69469	3.40e-51	207
NC_003198.1_302488_361834_SPI6	NC_003197.1_3948987_3984421_SPI3	96.154	104	2	2	58392	58495	11673	11774	1.60e-39	169
NC_003198.1_302488_361834_SPI6	NC_003197.1_3948987_3984421_SPI3	100.000	39	0	0	58352	58390	11571	11609	1.29e-10	73.1
NC_003198.1_302488_361834_SPI6	NC_003198.1_3883613_3900141_SPI3	96.154	104	2	2	58392	58495	4524	4423	1.60e-39	169
NC_003198.1_302488_361834_SPI6	NC_003198.1_3883613_3900141_SPI3	98.276	58	1	0	58333	58390	4645	4588	1.65e-19	102
NC_003198.1_302488_361834_SPI6	AF106566.1	96.154	104	2	2	58392	58495	12011	12112	1.60e-39	169
NC_003198.1_302488_361834_SPI6	AF106566.1	100.000	39	0	0	58352	58390	11909	11947	1.29e-10	73.1
NC_003198.1_302488_361834_SPI6	NC_003197.1_1461740_1501489_SPI2	98.182	55	1	0	58336	58390	21821	21767	7.68e-18	97.1
NC_003198.1_302488_361834_SPI6	SPI2	95.082	61	3	0	58330	58390	18150	18210	7.68e-18	97.1
NC_003198.1_302488_361834_SPI6	AF261825.2	94.231	52	2	1	38431	38481	46783	46834	2.78e-12	78.7
NC_003198.1_302488_361834_SPI6	NC_002695.1_5357371_5391518_SpLE6	95.122	41	2	0	56589	56629	974	1014	2.16e-08	65.8
NC_003198.1_4409574_4543073_SPI7	NC_003198.1_4409574_4543073_SPI7	100.000	133500	0	0	1	133500	1	133500	0.0	2.465e+05
NC_003198.1_4409574_4543073_SPI7	NC_003198.1_4409574_4543073_SPI7	93.303	433	29	0	131919	132351	130064	130496	0.0	640
NC_003198.1_4409574_4543073_SPI7	NC_003198.1_4409574_4543073_SPI7	93.303	433	29	0	130064	130496	131919	132351	0.0	640
NC_003198.1_4409574_4543073_SPI7	NC_003198.1_4409574_4543073_SPI7	90.130	385	38	0	7766	8150	7681	8065	3.13e-139	501
NC_003198.1_4409574_4543073_SPI7	NC_003198.1_4409574_4543073_SPI7	90.130	385	38	0	7681	8065	7766	8150	3.13e-139	501
NC_003198.1_4409574_4543073_SPI7	NC_003198.1_4409574_4543073_SPI7	93.313	329	22	0	131327	131655	131234	131562	8.77e-135	486
