genomic island,type of genomic island,role of the genomic island,base composition (%G+C),strain,strain Genbank sequence ID,genomic island GenBank Sequence ID,size (kb),start,end,source(s),PMID(s),notes,file name,,,
SGI1-U,,Unspecified ,,,,,,,,"Bi, Shuilian, et al. ""New Variant Salmonella Genomic Island 1-U in Proteus Mirabilis Clinical and Food Isolates from South China."" Journal of Antimicrobial Chemotherapy, vol. 66, no. 5, 2011, pp. 1178-1179., doi:10.1093/jac/dkr030.",21393148,,,,,
SGI1-V,,Encodes for resistance to quinolones,,,,,42.9,,,"Siebor, Eliane, and Catherine Neuwirth. ""The New Variant of Salmonella Genomic Island 1 (SGI1-V) from a Proteus Mirabilis French Clinical Isolate Harbours BlaVEB-6 and qnrA1 in the Multiple Antibiotic Resistance Region."" Journal of Antimicrobial Chemotherapy, vol. 66, no. 11, 2011, pp. 2513-2520., doi:10.1093/jac/dkr335.",21846670,,,,,
SGI1-W,,"Confers resistance to spectinomycin, streptomycin, and lincosamides",,,,,43,,,"Soliman, Ahmed M., et al. ""First Report in Africa of Two Clinical Isolates of Proteus Mirabilis Carrying Salmonella Genomic Island (SGI1) Variants, SGI1- Pm ABB and SGI1-W."" Infection, Genetics and Evolution, vol. 51, 2017, pp. 132-137., doi:10.1016/j.meegid.2017.03.029.",28359833,,,,,
SGI1-X,,"Contains the dfrA25 gene cassette, common region 1 (CR1), and fluoroquinolone resistance gene qnrB2",,,,,11,,,"Lei, Chang-Wei, et al. ""Molecular Characteristics of Salmonella Genomic Island 1 in Proteus Mirabilis Isolates from Poultry Farms in China."" Antimicrobial Agents and Chemotherapy, vol. 58, no. 12, 2014, pp. 7570-7572., doi:10.1128/aac.03992-14.",25267683,,,,,
SGI1-Y,,"Contains the aacCA5-aadA7 gene cassette, hypothesized to play a similar role to SGI1-B",,,,,,,,"Lei, Chang-Wei, et al. ""Molecular Characteristics of Salmonella Genomic Island 1 in Proteus Mirabilis Isolates from Poultry Farms in China."" Antimicrobial Agents and Chemotherapy, vol. 58, no. 12, 2014, pp. 7570-7572., doi:10.1128/aac.03992-14.",25267683,,,,,
SGI1-Z,,"Contains a dfrA12-orfF-aadA2 cassette array conferring resistance to trimethoprim, spectinomycin, and streptomycin",,,,,34.1,,,"Lei, Chang-Wei, et al. ""Molecular Characteristics of Salmonella Genomic Island 1 in Proteus Mirabilis Isolates from Poultry Farms in China."" Antimicrobial Agents and Chemotherapy, vol. 58, no. 12, 2014, pp. 7570-7572., doi:10.1128/aac.03992-14. ; Qin, Shangshang, et al. ""Emergence of Extensively Drug-Resistant Proteus Mirabilis Harboring a Conjugative NDM-1 Plasmid and a Novel Salmonella Genomic Island 1 Variant, SGI1-Z."" Antimicrobial Agents and Chemotherapy, vol. 59, no. 10, 2015, pp. 6601-6604., doi:10.1128/aac.00292-15.",25267683 ; 26195511,,,,,
SGI-1-Pm2CHAMA,,"Acquired resistance to penicillins, spectinomycin, streptomycin, sulphonamides and trimethoprim",,,,MF372716.1,,,,"Curraize, Claire De, et al. ""Two New Salmonella Genomic Islands 1 from Proteus Mirabilis and Description of BlaCTX-M-15 on a Variant (SGI1-K7)."" Journal of Antimicrobial Chemotherapy, 2018, doi:10.1093/jac/dky108.",29659873,,MF372716.1.fasta,,,
SGI-2,,An independently formed relative of Salmonella genomic island SGI1.; Differences are in the cassette arrays and in the gene which encodes the chloramphenicol and florfenicol efflux protein.,,,,AY963803.6,,,,"Levings, R. S., et al. ""SGI2, a Relative of Salmonella Genomic Island SGI1 with an Independent Origin."" Antimicrobial Agents and Chemotherapy, vol. 52, no. 7, 2008, pp. 2529-2537., doi:10.1128/aac.00189-08.",18443113,,AY963803.6.fasta,,,
SGI-2.1,,Encodes for a type II restriction modification system,,Salmonella enterica subsp. enterica serovar Minnesota strain A4-603 chromosome,,,23,,,"Switt, Andrea I. Moreno, et al. ""Identification and Characterization of Novel Salmonella Mobile Elements Involved in the Dissemination of Genes Linked to Virulence and Transmission."" PLoS ONE, vol. 7, no. 7, 2012, doi:10.1371/journal.pone.0041247.",22911766,,,,,
SGI-2.2,,Encodes for a type I restriction modication system,,Salmonella enterica subsp. enterica serovar Mississippi strain A4-633 chromosome,,,25,,,"Switt, Andrea I. Moreno, et al. ""Identification and Characterization of Novel Salmonella Mobile Elements Involved in the Dissemination of Genes Linked to Virulence and Transmission."" PLoS ONE, vol. 7, no. 7, 2012, doi:10.1371/journal.pone.0041247.",22911766,,,,,
SGI-2.3,,"Encodes for a type III restriction modification system, encodes for genes that mat; facilitate propagation in animal and plant hosts. Encodes for a guanine nucleotide binding protein",,Salmonella enterica subsp. enterica serovar Give strain S5-487 chromosome,,,31,,,"Switt, Andrea I. Moreno, et al. ""Identification and Characterization of Novel Salmonella Mobile Elements Involved in the Dissemination of Genes Linked to Virulence and Transmission."" PLoS ONE, vol. 7, no. 7, 2012, doi:10.1371/journal.pone.0041247.",22911766,,,,,
SGI-2.4,,"Encodes for a type I restruction modication system, encodes for genes that mat; facilitate propagation in animal and plant hosts. Encodes for a pectin lyase fold protein, which may facilitate interaction with plant hosts",,Salmonella enterica subsp. enterica serovar Baildon strain R6-199 chromosome,,,35,,,"Switt, Andrea I. Moreno, et al. ""Identification and Characterization of Novel Salmonella Mobile Elements Involved in the Dissemination of Genes Linked to Virulence and Transmission."" PLoS ONE, vol. 7, no. 7, 2012, doi:10.1371/journal.pone.0041247.",22911766,,,,,
SGI-2.5,,"Encodes for a type II restriction modification system, encodes for genes that mat; facilitate propagation in animal and plant hosts",,Salmonella enterica subsp. enterica serovar Uganda strain R8-3404 chromosome,,,42,,,"Switt, Andrea I. Moreno, et al. ""Identification and Characterization of Novel Salmonella Mobile Elements Involved in the Dissemination of Genes Linked to Virulence and Transmission."" PLoS ONE, vol. 7, no. 7, 2012, doi:10.1371/journal.pone.0041247.",22911766,,,,,
SGI-2.6,,"Encodes for a type I restriction modication system, encodes for genes that mat; facilitate propagation in animal and plant hosts. Contains a; toll-interleukin receptor (purpose is unknown)",,Salmonella enterica subsp. enterica serovar Hvittingfoss strain A4-620 chromosome,,,17,,,"Switt, Andrea I. Moreno, et al. ""Identification and Characterization of Novel Salmonella Mobile Elements Involved in the Dissemination of Genes Linked to Virulence and Transmission."" PLoS ONE, vol. 7, no. 7, 2012, doi:10.1371/journal.pone.0041247.",22911766,,,,,
SGI-3,,"Encodes an integrase, transposases, OpgC (succinyl modification of osmoregulated periplasmic glucan), a cellulose synthesis protein, beta-galactosidase, and proteins involved in stress response and regulation. Only identified in the serovar Mississippi genome.",,Salmonella enterica subsp. enterica serovar Mississippi strain A4-633 chromosome,,,31.1,1501149,1532251,"Switt, Andrea I. Moreno, et al. ""Identification and Characterization of Novel Salmonella Mobile Elements Involved in the Dissemination of Genes Linked to Virulence and Transmission."" PLoS ONE, vol. 7, no. 7, 2012, doi:10.1371/journal.pone.0041247.",22911766,,,,,
SGI-4,,"Contains a SdiA-regulated protein and a Fimbriae operon, controls the activation of translation",,Salmonella enterica subsp. enterica serovar Mississippi strain A4-633 chromosome,,,32,4375351,4407345,"Switt, Andrea I. Moreno, et al. ""Identification and Characterization of Novel Salmonella Mobile Elements Involved in the Dissemination of Genes Linked to Virulence and Transmission."" PLoS ONE, vol. 7, no. 7, 2012, doi:10.1371/journal.pone.0041247.",22911766,,,,,
SGI-4,,"Contains a SdiA-regulated protein and a Fimbriae operon, controls the activation of translation",,Salmonella enterica subsp. enterica serovar Urbana strain R8-2977 chromosome,,,17.7,4457489,4475243,"Switt, Andrea I. Moreno, et al. ""Identification and Characterization of Novel Salmonella Mobile Elements Involved in the Dissemination of Genes Linked to Virulence and Transmission."" PLoS ONE, vol. 7, no. 7, 2012, doi:10.1371/journal.pone.0041247.",22911766,,,,,
SGI-4,,"Contains a SdiA-regulated protein and a Fimbriae operon, controls the activation of translation",,Salmonella enterica subsp. enterica serovar Montevideo strain S5-403 chromosome,,,18.4,4376055,4394457,"Switt, Andrea I. Moreno, et al. ""Identification and Characterization of Novel Salmonella Mobile Elements Involved in the Dissemination of Genes Linked to Virulence and Transmission."" PLoS ONE, vol. 7, no. 7, 2012, doi:10.1371/journal.pone.0041247.",22911766,,,,,
SGI-4,,"Metal resistance for copper, silver, arsenic",,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:- strain USDA15WA-1",CP040686.1,,80.7,4659019,4739704,"Bearson et al (2019). ""Complete Genome Sequence of Multidrug-Resistant Salmonella enterica Serovar I 4,[5],12:i: - 2015 U.S. Pork Outbreak Isolate USDA15WA-1."" Microbiol Resour Announc. 8:e00791-19 doi: 10.1128/MRA.00791-19 ",,,CP040686.1_4659019_4739704.fasta,,,
SGI-5,,Encodes for transcriptional regulators in Baildon and the MobA/MobL protein in Inverness and Baildon,,Salmonella enterica subsp. enterica serovar Baildon strain R6-199 chromosome,,,17.5,1512990,1530515,"Switt, Andrea Isabel Moreno. ""Genomic Characterization of Salmonella Free-Living Phages, Plasmids and Chromosomally Inserted Mobile Elements."" Cornell University, Cornell University Press, 2013. ; Switt, Andrea I. Moreno, et al. ""Identification and Characterization of Novel Salmonella Mobile Elements Involved in the Dissemination of Genes Linked to Virulence and Transmission."" PLoS ONE, vol. 7, no. 7, 2012, doi:10.1371/journal.pone.0041247.",22911766 ; 22911766,,,,,
SGI-5,,Encodes for transcriptional regulators in Baildon and the MobA/MobL protein in Inverness and Baildon,,Salmonella enterica subsp. enterica serovar Inverness strain R8-2668 chromosome,,,13.5,2312120,2325639,"Switt, Andrea Isabel Moreno. ""Genomic Characterization of Salmonella Free-Living Phages, Plasmids and Chromosomally Inserted Mobile Elements."" Cornell University, Cornell University Press, 2013. ; Switt, Andrea I. Moreno, et al. ""Identification and Characterization of Novel Salmonella Mobile Elements Involved in the Dissemination of Genes Linked to Virulence and Transmission."" PLoS ONE, vol. 7, no. 7, 2012, doi:10.1371/journal.pone.0041247.",22911766 ; 22911766,,,,,
SGI-6,,"Contributes to molybdenum cofactor biosynthesis, contains phage-associated genes, encodes for the chromosome partition protein, MukB",,Salmonella enterica subsp. enterica serovar Uganda strain R8-3404 chromosome,,,23.3,1322608,1345909,"Switt, Andrea I. Moreno, et al. ""Identification and Characterization of Novel Salmonella Mobile Elements Involved in the Dissemination of Genes Linked to Virulence and Transmission."" PLoS ONE, vol. 7, no. 7, 2012, doi:10.1371/journal.pone.0041247.",22911766,,,,,
SGI-6,,"Contributes to molybdenum cofactor biosynthesis, contains phage-associated genes, encodes for the chromosome partition protein, MukB",,Salmonella enterica subsp. enterica serovar Wandsworth strain A4-580 chromosome,,,21,2391030,2412044,"Switt, Andrea I. Moreno, et al. ""Identification and Characterization of Novel Salmonella Mobile Elements Involved in the Dissemination of Genes Linked to Virulence and Transmission."" PLoS ONE, vol. 7, no. 7, 2012, doi:10.1371/journal.pone.0041247.",22911766,,,,,
SGI-7,,"Affects endonuclease relaxase, MobA/VirD2, DNA-cytosine methyltransferase-Type II restriction enzyme, Magnesium transporting ATPase",,Salmonella enterica subsp. enterica serovar Inverness strain R8-3668 chromosome,,,21,4734422,4755415,"Switt, Andrea I. Moreno, et al. ""Identification and Characterization of Novel Salmonella Mobile Elements Involved in the Dissemination of Genes Linked to Virulence and Transmission."" PLoS ONE, vol. 7, no. 7, 2012, doi:10.1371/journal.pone.0041247.",22911766,,,,,
SGI-8,,Encodes for a restriction modification system and Pilus proteins and the MobA/MobL protein (hypothesized to be used for mobility),,Salmonella enterica subsp. enterica serovar Hvittingfoss strain A4-620 chromosome,,,26.3,1485690,1511984,"Switt, Andrea I. Moreno, et al. ""Identification and Characterization of Novel Salmonella Mobile Elements Involved in the Dissemination of Genes Linked to Virulence and Transmission."" PLoS ONE, vol. 7, no. 7, 2012, doi:10.1371/journal.pone.0041247.",22911766,,,,,
SGI-9,,"Encodes for a phosphotransferase system (mannose-specific), helicase, transposases, and the post-segregation antitoxin CcdAB",,Salmonella enterica subsp. enterica serovar Senfenberg strain A4-543 chromosome,,,26.2,4895726,4921938,"Switt, Andrea I. Moreno, et al. ""Identification and Characterization of Novel Salmonella Mobile Elements Involved in the Dissemination of Genes Linked to Virulence and Transmission."" PLoS ONE, vol. 7, no. 7, 2012, doi:10.1371/journal.pone.0041247.",22911766,,,,,
SGI-10,,"Encodes for an endonuclease relaxase; (MobA/VirD2), an arylsulfatase regulator, and phage associated genes ",,Salmonella enterica subsp. enterica serovar Rubislaw strain A4-653 chromosome,,,24.1,4871601,4895743,"Switt, Andrea I. Moreno, et al. ""Identification and Characterization of Novel Salmonella Mobile Elements Involved in the Dissemination of Genes Linked to Virulence and Transmission."" PLoS ONE, vol. 7, no. 7, 2012, doi:10.1371/journal.pone.0041247.",22911766,,,,,
aadE-sat4-aphA-3,,Encodes for resistance to aminoglycosides,36.2,Campylobacter coli SX81,,,15.3,,,"Qin, Shangshang, et al. ""Identification of a Novel Genomic Island Conferring Resistance to Multiple Aminoglycoside Antibiotics in Campylobacter Coli."" Antimicrobial Agents and Chemotherapy, vol. 56, no. 10, 2012, pp. 5332-5339., doi:10.1128/aac.00809-12.",22869568,,,,,
ATCC_19438_GI,,Encodes the core components necessary for bacterial type IV secretion,32.8,Campylobacter fetus subsp. venerealis strain ATCC 19438,EU443150.2,,20.9,3653,45137,"Gorkiewicz, G., et al. ""A Genomic Island Defines Subspecies-Specific Virulence Features of the Host-Adapted Pathogen Campylobacter Fetus Subsp. Venerealis."" Journal of Bacteriology, vol. 192, no. 2, 2009, pp. 502-517., doi:10.1128/jb.00803-09.",19897645,,EU443150.2_3653_45137.fasta,,,
EDL 933 O Island 1/OI-1,,,,Escherichia coli O157:H7,,,,,,"Karmali, M. A., et al. ""Association of Genomic O Island 122 of Escherichia Coli EDL 933 with Verocytotoxin-Producing Escherichia Coli Seropathotypes That Are Linked to Epidemic and/or Serious Disease."" Journal of Clinical Microbiology, vol. 41, no. 11, 2003, pp. 4930-4940., doi:10.1128/jcm.41.11.4930-4940.2003.",14605120,,,,,
EDL 933 O Island 122/OI-122,,,,Escherichia coli O157:H7,,,,,,"Karmali, M. A., et al. ""Association of Genomic O Island 122 of Escherichia Coli EDL 933 with Verocytotoxin-Producing Escherichia Coli Seropathotypes That Are Linked to Epidemic and/or Serious Disease."" Journal of Clinical Microbiology, vol. 41, no. 11, 2003, pp. 4930-4940., doi:10.1128/jcm.41.11.4930-4940.2003.",14605120,,,,,
EDL 933 O Island 141/OI-141,,.;,,Escherichia coli O157:H7,,,,,,"Karmali, M. A., et al. ""Association of Genomic O Island 122 of Escherichia Coli EDL 933 with Verocytotoxin-Producing Escherichia Coli Seropathotypes That Are Linked to Epidemic and/or Serious Disease."" Journal of Clinical Microbiology, vol. 41, no. 11, 2003, pp. 4930-4940., doi:10.1128/jcm.41.11.4930-4940.2003.",14605120,,,,,
EDL 933 O Island 154/OI-154,,,,Escherichia coli O157:H7,,,,,,"Shen, S., et al. ""Identification of Four Fimbria-Encoding Genomic Islands That Are Highly Specific for Verocytotoxin-Producing Escherichia Coli Serotype O157 Strains."" Journal of Clinical Microbiology, vol. 43, no. 8, 2005, pp. 3840-3850., doi:10.1128/jcm.43.8.3840-3850.2005.",16081921,,,,,
EDL 933 O Island 44/OI-43,,,,Escherichia coli O157:H7,,,87.5,,,"Karmali, M. A., et al. ""Association of Genomic O Island 122 of Escherichia Coli EDL 933 with Verocytotoxin-Producing Escherichia Coli Seropathotypes That Are Linked to Epidemic and/or Serious Disease."" Journal of Clinical Microbiology, vol. 41, no. 11, 2003, pp. 4930-4940., doi:10.1128/jcm.41.11.4930-4940.2003.",14605120,,,,,
EDL 933 O Island 44/OI-44,,,,Escherichia coli O157:H7,,,,,,"Shen, S., et al. ""Identification of Four Fimbria-Encoding Genomic Islands That Are Highly Specific for Verocytotoxin-Producing Escherichia Coli Serotype O157 Strains."" Journal of Clinical Microbiology, vol. 43, no. 8, 2005, pp. 3840-3850., doi:10.1128/jcm.43.8.3840-3850.2005.",16081921,,,,,
EDL 933 O Island 47/OI-47,,,,Escherichia coli O157:H7,,,,,,"Karmali, M. A., et al. ""Association of Genomic O Island 122 of Escherichia Coli EDL 933 with Verocytotoxin-Producing Escherichia Coli Seropathotypes That Are Linked to Epidemic and/or Serious Disease."" Journal of Clinical Microbiology, vol. 41, no. 11, 2003, pp. 4930-4940., doi:10.1128/jcm.41.11.4930-4940.2003.",14605120,,,,,
GI-CFT073-asnW,,,53,Escherichia coli CFT073 ,AE014075.1,,54,2262986,2316987,"Lloyd, A. L., et al. ""Defining Genomic Islands and Uropathogen-Specific Genes in Uropathogenic Escherichia Coli."" Journal of Bacteriology, vol. 189, no. 9, 2007, pp. 3532-3546., doi:10.1128/jb.01744-06. ; Lloyd, A. L., et al. ""Genomic Islands of Uropathogenic Escherichia Coli Contribute to Virulence."" Journal of Bacteriology, vol. 191, no. 11, 2009, pp. 3469-3481., doi:10.1128/jb.01717-08.",17351047 ; 19329634 ,,AE014075.1_2262986_2316987.fasta,,,
GI-CFT073-cobU,,,50,Escherichia coli CFT073 ,AE014075.1,,44,2322324,2365868,"Lloyd, A. L., et al. ""Defining Genomic Islands and Uropathogen-Specific Genes in Uropathogenic Escherichia Coli."" Journal of Bacteriology, vol. 189, no. 9, 2007, pp. 3532-3546., doi:10.1128/jb.01744-06. ; Lloyd, A. L., et al. ""Genomic Islands of Uropathogenic Escherichia Coli Contribute to Virulence."" Journal of Bacteriology, vol. 191, no. 11, 2009, pp. 3469-3481., doi:10.1128/jb.01717-08.",17351047 ; 19329634 ,,AE014075.1_2322324_2365868.fasta,,,
GI-CFT073-selC,,,,Escherichia coli CFT073 ,AE014075.1,,68,4274702,4342875,"Lloyd, A. L., et al. ""Genomic Islands of Uropathogenic Escherichia Coli Contribute to Virulence."" Journal of Bacteriology, vol. 191, no. 11, 2009, pp. 3469-3481., doi:10.1128/jb.01717-08.",19329634,,AE014075.1_4274702_4342875.fasta,,,
OI-57,,"harbors the putative virulence gene adfO, encoding a factor enhancing the adhesivity of STEC O157, and ckf, encoding a putative killing factor for the bacterial cell",,Escherichia coli O157:H7 str. EDL933,AE005174.2,,79.5,1849488,1929029,"Imamovic, L., et al. ""OI-57, a Genomic Island of Escherichia Coli O157, Is Present in Other Seropathotypes of Shiga Toxin-Producing E. Coli Associated with Severe Human Disease."" Infection and Immunity, vol. 78, no. 11, 2010, pp. 4697-4704., doi:10.1128/iai.00512-10.",20823207,,AE005174.2_1849488_1929029.fasta,,,
PAI-CFT073-aspV/PAI III,,Encodes for virulence genes cdiA (c0345) and picU (c0350),47,Escherichia coli CFT073 ,AE014075.1,,100,248670,348353,"Lloyd, A. L., et al. ""Defining Genomic Islands and Uropathogen-Specific Genes in Uropathogenic Escherichia Coli."" Journal of Bacteriology, vol. 189, no. 9, 2007, pp. 3532-3546., doi:10.1128/jb.01744-06. ; Lloyd, A. L., et al. ""Genomic Islands of Uropathogenic Escherichia Coli Contribute to Virulence."" Journal of Bacteriology, vol. 191, no. 11, 2009, pp. 3469-3481., doi:10.1128/jb.01717-08.",17351047 ; 19329634 ,,AE014075.1_248670_348353.fasta,,,
PAI-CFT073-pheU/PAI II,,Encodes for pap_2 operon (c5179-c5189),48,Escherichia coli CFT073 ,AE014075.1,,52,4919569,4971387,"Lloyd, A. L., et al. ""Defining Genomic Islands and Uropathogen-Specific Genes in Uropathogenic Escherichia Coli."" Journal of Bacteriology, vol. 189, no. 9, 2007, pp. 3532-3546., doi:10.1128/jb.01744-06. ; Lloyd, A. L., et al. ""Genomic Islands of Uropathogenic Escherichia Coli Contribute to Virulence."" Journal of Bacteriology, vol. 191, no. 11, 2009, pp. 3469-3481., doi:10.1128/jb.01717-08.",17351047 ; 19329634 ,,AE014075.1_4919569_4971387.fasta,,,
PAI-CFT073-pheV/PAI I,,"Encodes for hlyA (c3570), pap operon (c3582-c3593), iha (c3610), sat (c3619), iutA (c3623), iucDCBA (c3624-c3628), antigen 43 precursor (c3655), and kpsTM (c3697-c3698)",47,Escherichia coli CFT073 ,AE014075.1,,123,3406498,3529292,"Lloyd, A. L., et al. ""Defining Genomic Islands and Uropathogen-Specific Genes in Uropathogenic Escherichia Coli."" Journal of Bacteriology, vol. 189, no. 9, 2007, pp. 3532-3546., doi:10.1128/jb.01744-06. ; Lloyd, A. L., et al. ""Genomic Islands of Uropathogenic Escherichia Coli Contribute to Virulence."" Journal of Bacteriology, vol. 191, no. 11, 2009, pp. 3469-3481., doi:10.1128/jb.01717-08.",17351047 ; 19329634 ,,AE014075.1_3406498_3529292.fasta,,,
PAI-CFT073-serX,,"Encodes for Fur-regulated iron concentration-dependent mirocin secretion, mchBCDEF (c1227 and c1229-c1232), sfa/F1C operon (c1237-c1247), iroNEDCB (c1250-c1254), and antigen 43 precursor (c1273)",49,Escherichia coli CFT073 ,AE014075.1,,113,1127702,1240752,"Lloyd, A. L., et al. ""Genomic Islands of Uropathogenic Escherichia Coli Contribute to Virulence."" Journal of Bacteriology, vol. 191, no. 11, 2009, pp. 3469-3481., doi:10.1128/jb.01717-08. ; Luo, Chengwei, et al. ""Genome Reannotation of Escherichia Coli CFT073 with New Insights into Virulence."" BMC Genomics, vol. 10, no. 1, 2009, p. 552., doi:10.1186/1471-2164-10-552.",17351047 ; 19329634 ,,AE014075.1_1127702_1240752.fasta,,,
φ-CFT073-b0847,,Encodes for prophage DNA,33,Escherichia coli CFT073 ,AE014075.1,,33,909332,942273,"Lloyd, A. L., et al. ""Defining Genomic Islands and Uropathogen-Specific Genes in Uropathogenic Escherichia Coli."" Journal of Bacteriology, vol. 189, no. 9, 2007, pp. 3532-3546., doi:10.1128/jb.01744-06. ; Lloyd, A. L., et al. ""Genomic Islands of Uropathogenic Escherichia Coli Contribute to Virulence."" Journal of Bacteriology, vol. 191, no. 11, 2009, pp. 3469-3481., doi:10.1128/jb.01717-08.",17351047 ; 19329634 ,,AE014075.1_909332_942273.fasta,,,
φ-CFT073-potB,,Encodes for prophage DNA,51,Escherichia coli CFT073 ,AE014075.1,,44,1328014,1372494,"Lloyd, A. L., et al. ""Defining Genomic Islands and Uropathogen-Specific Genes in Uropathogenic Escherichia Coli."" Journal of Bacteriology, vol. 189, no. 9, 2007, pp. 3532-3546., doi:10.1128/jb.01744-06. ; Lloyd, A. L., et al. ""Genomic Islands of Uropathogenic Escherichia Coli Contribute to Virulence."" Journal of Bacteriology, vol. 191, no. 11, 2009, pp. 3469-3481., doi:10.1128/jb.01717-08.",17351047 ; 19329634 ,,AE014075.1_1328014_1372494.fasta,,,
PAI-CFT073-icdA,,Encodes for sitABCD and a type VI secretion system,50,Escherichia coli CFT073 ,AE014075.1,,54,1397313,1451607,"Lloyd, A. L., et al. ""Defining Genomic Islands and Uropathogen-Specific Genes in Uropathogenic Escherichia Coli."" Journal of Bacteriology, vol. 189, no. 9, 2007, pp. 3532-3546., doi:10.1128/jb.01744-06. ; Lloyd, A. L., et al. ""Genomic Islands of Uropathogenic Escherichia Coli Contribute to Virulence."" Journal of Bacteriology, vol. 191, no. 11, 2009, pp. 3469-3481., doi:10.1128/jb.01717-08.",17351047 ; 19329634 ,,AE014075.1_1397313_1451607.fasta,,,
PAI-CFT073-asnT(HPI),,Encodes for the yersiniabactin receptor (x2436),57,Escherichia coli CFT073 ,AE014075.1,,32,2218378,2250547,"Lloyd, A. L., et al. ""Defining Genomic Islands and Uropathogen-Specific Genes in Uropathogenic Escherichia Coli."" Journal of Bacteriology, vol. 189, no. 9, 2007, pp. 3532-3546., doi:10.1128/jb.01744-06. ; Lloyd, A. L., et al. ""Genomic Islands of Uropathogenic Escherichia Coli Contribute to Virulence."" Journal of Bacteriology, vol. 191, no. 11, 2009, pp. 3469-3481., doi:10.1128/jb.01717-08.",17351047 ; 19329634 ,,AE014075.1_2218378_2250547.fasta,,,
φ-CFT073-smpB,,Encodes for prophage DNA,49,Escherichia coli CFT073 ,AE014075.1,,48,3018710,3066517,"Lloyd, A. L., et al. ""Defining Genomic Islands and Uropathogen-Specific Genes in Uropathogenic Escherichia Coli."" Journal of Bacteriology, vol. 189, no. 9, 2007, pp. 3532-3546., doi:10.1128/jb.01744-06. ; Lloyd, A. L., et al. ""Genomic Islands of Uropathogenic Escherichia Coli Contribute to Virulence."" Journal of Bacteriology, vol. 191, no. 11, 2009, pp. 3469-3481., doi:10.1128/jb.01717-08.",17351047 ; 19329634 ,,AE014075.1_3018710_3066517.fasta,,,
PAI-CFT073-metV,,Secreted protein Hcp (c3391) and ClpB protein (c3392),53,Escherichia coli CFT073 ,AE014075.1,,32,3223002,3255067,"Lloyd, A. L., et al. ""Defining Genomic Islands and Uropathogen-Specific Genes in Uropathogenic Escherichia Coli."" Journal of Bacteriology, vol. 189, no. 9, 2007, pp. 3532-3546., doi:10.1128/jb.01744-06. ; Lloyd, A. L., et al. ""Genomic Islands of Uropathogenic Escherichia Coli Contribute to Virulence."" Journal of Bacteriology, vol. 191, no. 11, 2009, pp. 3469-3481., doi:10.1128/jb.01717-08.",17351047 ; 19329634 ,,AE014075.1_3223002_3255067.fasta,,,
SHI-0,,,,,,,,,,"Nie, Huan, et al. ""Complete Genome Sequence of Shigella Flexneri 5b and Comparison with Shigella Flexneri 2a."" BMC Genomics, vol. 7, no. 1, 6 July 2006, p. 173., doi:10.1186/1471-2164-7-173.",16822325,,,,,
SHI-1,,Carries an enterotoxin ShET1 and two autotransporters SigA and Pic that may be involved in virulence,49.1,Shigella flexneri 2a strain 301,AE005674.2,,,3054015,3104758,"Al-Hasani, Keith, et al. ""Distribution and Structural Variation of the She Pathogenicity Island in Enteric Bacterial Pathogens."" Journal of Medical Microbiology, vol. 50, no. 9, 2001, pp. 780-786., doi:10.1099/0022-1317-50-9-780. ; Al-Hasani, Keith, et al. ""Genetic Organization of the She Pathogenicity Island in Shigella Flexneri 2a."" Microbial Pathogenesis, vol. 30, no. 1, 2001, pp. 1-8., doi:10.1006/mpat.2000.0404. ; Nie, Huan, et al. ""Complete Genome Sequence of Shigella Flexneri 5b and Comparison with Shigella Flexneri 2a."" BMC Genomics, vol. 7, no. 1, 6 July 2006, p. 173., doi:10.1186/1471-2164-7-173.",11549179 ; 11162180 ; 16822325,,AE005674.2_3054015_3104758.fasta,,,
SHI-2,,"Harbours genes involved in aerobactin-mediated iron acquisition",48.1,Shigella flexneri 2a strain 301,AE005674.2,,,3806605,3836345,"Nie, Huan, et al. ""Complete Genome Sequence of Shigella Flexneri 5b and Comparison with Shigella Flexneri 2a."" BMC Genomics, vol. 7, no. 1, 6 July 2006, p. 173., doi:10.1186/1471-2164-7-173. ; Vokes, Steven A., et al. ""The Aerobactin Iron Transport System Genes in Shigella Flexneri Are Present within a Pathogenicity Island."" Molecular Microbiology, vol. 33, no. 1, 1999, pp. 63-73., doi:10.1046/j.1365-2958.1999.01448.x.",16822325 ; 10411724,,AE005674.2_3806605_3836345.fasta,,,
SHI-3,,Contains an aerobactin operon,,Shigella boydii 0-1392,AF335540.1,,,,,"Purdy, G. E., and S. M. Payne. ""The SHI-3 Iron Transport Island of Shigella Boydii 0-1392 Carries the Genes for Aerobactin Synthesis and Transport."" Journal of Bacteriology, vol. 183, no. 14, 2001, pp. 4176-4182., doi:10.1128/jb.183.14.4176-4182.2001.",11418557,,AF335540.1.fasta,,,
SRL,,"Contains genes encoding resistance to streptomycin, ampicillin, and tetracycline (Shigella Resistance Locus) and a complete ferric dicitrate uptake system",49.8,Shigella flexneri 2a strain YSH6000,,AF326777.3,66,1,66714,"Turner, S. A., et al. ""Nested Deletions of the SRL Pathogenicity Island of Shigella Flexneri 2a."" Journal of Bacteriology, vol. 183, no. 19, 2001, pp. 5535-5543., doi:10.1128/jb.183.19.5535-5543.2001.",11544215,,AF326777.3.fasta,,,
